name,tuples,features,p_num_var,p_cat_var,p_duplicates,total_size,p_avg_dist,p_max_dist,p_min_dist,p_corr,max_pears,min_pears
dataset,2376,6,0.67,0.33,0.0,133056,0.2198,0.9701,0.0029,0.0,0.3838,-0.1286
